,names,links,brand
0,Lacoste L23 Tennisschl&#xE4;ger,https://www.tenniswarehouse-europe.com/Lacoste_L23_Tennisschl_xE4_ger/descpageRCTECNIH-TRLA23-DE.html,Lacoste
1,Lacoste L23L Tennisschl&#xE4;ger,https://www.tenniswarehouse-europe.com/Lacoste_L23L_Tennisschl_xE4_ger/descpageRCTECNIH-TRL23L-DE.html,Lacoste
2,Lacoste L20 Tennisschl&#xE4;ger (Bespannt),https://www.tenniswarehouse-europe.com/Lacoste_L20_Tennisschl_xE4_ger_Bespannt/descpageRCTECNIH-TRLA22-DE.html,Lacoste
