HeadSize,Length,StrungWeight,UnStrungWeight,SwingWeight,Balance,Stiffness,BeamWidth1,BeamWidth2,BeamWidth3,NumMains,NumCrosses,MinStringTension,MaxStringTension,StringDensity,Brand,Model
102.0,68.0,303.0,290.0,317.0,34.0,68.0,27.0,25.0,22.0,16.0,19.0,21.0,27.0,0.3355263157894737,Volkl,V&#xF6;lklV1Classic
115.0,70.0,272.0,255.0,312.0,36.0,70.0,28.0,27.0,28.0,16.0,17.0,21.0,26.0,0.4227941176470588,Volkl,V&#xF6;lklV-Cell1
98.0,68.0,323.0,310.0,319.0,33.0,63.0,20.0,20.0,20.0,16.0,19.0,22.0,27.0,0.3223684210526316,Volkl,V&#xF6;lklC10EVO
115.0,70.0,283.0,265.0,322.0,35.0,71.0,28.0,27.0,27.0,16.0,19.0,20.0,27.0,0.3782894736842105,Volkl,V&#xF6;lklV-Cell2
98.0,68.0,335.0,320.0,319.0,32.0,67.0,20.0,22.0,21.0,16.0,19.0,22.0,27.0,0.3223684210526316,Volkl,V&#xF6;lklV-Cell10320g
98.0,68.0,349.0,330.0,326.0,31.0,62.0,20.0,20.0,20.0,16.0,19.0,22.0,27.0,0.3223684210526316,Volkl,V&#xF6;lklC10Pro(25.Jahre)
100.0,68.0,323.0,310.0,305.0,33.0,65.0,21.0,23.0,21.0,16.0,19.0,22.0,27.0,0.32894736842105265,Volkl,V&#xF6;lklVostraV9(290g)
100.0,68.0,278.0,260.0,287.0,34.0,69.0,22.0,24.0,22.0,16.0,18.0,22.0,27.0,0.3472222222222222,Volkl,V&#xF6;lklV-Cell5
98.0,68.0,315.0,300.0,311.0,33.0,68.0,20.0,22.0,21.0,16.0,19.0,22.0,27.0,0.3223684210526316,Volkl,V&#xF6;lklV-Cell10300g
97.0,68.0,323.0,305.0,330.0,33.0,57.0,19.0,19.0,19.0,16.0,19.0,22.0,29.0,0.3190789473684211,ProKennex,ProKennexKiBlackAcePro(305g)
100.0,68.0,315.0,300.0,329.0,33.0,65.0,21.0,21.0,21.0,16.0,20.0,22.0,29.0,0.3125,ProKennex,ProKennexKiQ+5(300g)
100.0,68.0,332.0,315.0,334.0,32.0,67.0,21.0,21.0,21.0,16.0,20.0,22.0,29.0,0.3125,ProKennex,ProKennexKiQ+5Pro(315g)
105.0,69.0,295.0,280.0,323.0,34.0,68.0,25.0,25.0,25.0,16.0,19.0,22.0,29.0,0.34539473684210525,ProKennex,ProKennexKi15(280g)
105.0,69.0,272.0,260.0,320.0,34.0,70.0,25.0,24.0,23.0,16.0,19.0,22.0,29.0,0.34539473684210525,ProKennex,ProKennexKi15(260g)
105.0,69.0,278.0,260.0,324.0,34.0,72.0,26.0,26.0,26.0,16.0,19.0,22.0,29.0,0.34539473684210525,ProKennex,ProKennexKiQ+15Light(260g)
98.0,68.0,332.0,315.0,328.0,32.0,60.0,20.0,20.0,20.0,16.0,19.0,22.0,29.0,0.3223684210526316,ProKennex,ProKennexKiQ+TourPro(315g)
105.0,69.0,318.0,300.0,326.0,33.0,64.0,23.0,23.0,23.0,16.0,19.0,22.0,29.0,0.34539473684210525,ProKennex,ProKennexKiBlackAce105(300g)
105.0,69.0,315.0,300.0,327.0,33.0,68.0,25.0,25.0,25.0,16.0,19.0,22.0,29.0,0.34539473684210525,ProKennex,ProKennexKi15(300g)
105.0,69.0,301.0,285.0,328.0,33.0,72.0,26.0,26.0,26.0,16.0,19.0,22.0,29.0,0.34539473684210525,ProKennex,ProKennexKiQ+15(285g)
100.0,68.0,312.0,295.0,320.0,33.0,64.0,22.0,22.0,22.0,16.0,20.0,22.0,29.0,0.3125,ProKennex,ProKennexKi5(295g)(2022)
100.0,68.0,301.0,285.0,325.0,33.0,59.0,21.0,21.0,21.0,16.0,19.0,22.0,29.0,0.32894736842105265,ProKennex,ProKennexKiBlackAce(285g)
98.0,68.0,343.0,325.0,331.0,32.0,62.0,20.0,20.0,20.0,18.0,20.0,22.0,29.0,0.2722222222222222,ProKennex,ProKennexKiQ+TourPro(325g)
98.0,68.0,315.0,300.0,329.0,32.0,63.0,20.0,20.0,20.0,16.0,19.0,22.0,29.0,0.3223684210526316,ProKennex,ProKennexKiQ+Tour(300g)
119.0,69.0,272.0,260.0,321.0,35.0,72.0,28.0,28.0,28.0,16.0,19.0,22.0,29.0,0.39144736842105265,ProKennex,ProKennexKiQ+30(260g)
100.0,68.0,320.0,305.0,331.0,33.0,68.0,24.0,24.0,24.0,16.0,19.0,22.0,29.0,0.32894736842105265,ProKennex,ProKennexKi10(305g)
100.0,68.0,291.0,275.0,315.0,34.0,65.0,22.0,22.0,22.0,16.0,20.0,22.0,29.0,0.3125,ProKennex,ProKennexKi5(260g)(2022)
100.0,68.0,283.0,270.0,315.0,35.0,69.0,22.0,22.0,22.0,16.0,20.0,22.0,29.0,0.3125,ProKennex,ProKennexKi5(270g)(2022)
98.0,68.0,303.0,290.0,313.0,33.0,68.0,24.0,24.0,24.0,16.0,19.0,22.0,27.0,0.3223684210526316,ProKennex,ProKennexDestinyFCS(290g)
105.0,69.0,320.0,305.0,335.0,32.0,72.0,26.0,26.0,26.0,16.0,19.0,22.0,29.0,0.34539473684210525,ProKennex,ProKennexKiQ+15Pro(305g)
100.0,68.0,289.0,275.0,310.0,34.0,68.0,23.0,25.0,23.0,16.0,19.0,23.0,25.0,0.32894736842105265,Lacoste,LacosteL23L
100.0,68.0,303.0,290.0,304.0,32.0,69.0,22.0,24.0,23.0,16.0,19.0,23.0,24.0,0.32894736842105265,Lacoste,LacosteL20
100.0,68.0,315.0,300.0,318.0,32.0,69.0,23.0,25.0,23.0,16.0,19.0,23.0,25.0,0.32894736842105265,Lacoste,LacosteL23
98.0,71.0,323.0,305.0,345.0,33.0,64.0,21.0,21.0,21.0,16.0,19.0,22.0,27.0,0.3223684210526316,Solinco,SolincoWhiteoutXTD+98(305g)
98.0,68.0,323.0,305.0,327.0,33.0,66.0,21.0,21.0,21.0,16.0,19.0,22.0,27.0,0.3223684210526316,Solinco,SolincoWhiteout98(305g)
98.0,68.0,323.0,305.0,324.0,33.0,66.0,21.0,21.0,21.0,18.0,20.0,22.0,27.0,0.2722222222222222,Solinco,SolincoWhiteout98(305g)18x20
100.0,71.0,320.0,300.0,333.0,32.0,66.0,23.0,26.0,23.0,16.0,19.0,22.0,27.0,0.32894736842105265,Solinco,SolincoBlackoutXTD+100(300g)
100.0,68.0,301.0,285.0,313.0,33.0,65.0,24.0,26.0,22.0,16.0,19.0,22.0,27.0,0.32894736842105265,Prince,PrinceWarrior100(285g)
100.0,68.0,289.0,275.0,219.0,34.0,65.0,24.0,26.0,23.0,16.0,18.0,21.0,26.0,0.3472222222222222,Prince,PrinceHydrogenSkulls(275g)
98.0,68.0,323.0,305.0,325.0,32.0,62.0,23.0,23.0,20.0,16.0,19.0,21.0,26.0,0.3223684210526316,Prince,PrinceTour98
100.0,68.0,281.0,265.0,306.0,35.0,66.0,24.0,26.0,22.0,16.0,19.0,22.0,27.0,0.32894736842105265,Prince,PrinceWarrior100(265g)
100.0,68.0,323.0,305.0,322.0,32.0,61.0,22.0,23.0,20.0,18.0,20.0,20.0,24.0,0.2777777777777778,Prince,PrinceHydrogenNeon(305g)
100.0,68.0,323.0,305.0,320.0,32.0,59.0,22.0,20.0,18.0,16.0,18.0,20.0,24.0,0.3472222222222222,Prince,PrincePhantom100X(305g)(2024)
105.0,68.0,283.0,270.0,305.0,34.0,60.0,27.0,25.0,22.0,16.0,19.0,20.0,24.0,0.34539473684210525,Prince,PrinceTwistPowerX105
100.0,68.0,323.0,305.0,322.0,32.0,61.0,22.0,23.0,20.0,18.0,20.0,20.0,24.0,0.2777777777777778,Prince,PrinceTour100P
100.0,68.0,306.0,290.0,318.0,33.0,62.0,22.0,23.0,20.0,16.0,18.0,21.0,26.0,0.3472222222222222,Prince,PrinceHydrogenSkulls(290g)
100.0,68.0,303.0,290.0,317.0,33.0,59.0,22.0,20.0,18.0,16.0,18.0,20.0,24.0,0.3472222222222222,Prince,PrincePhantom100X(290g)(2024)
105.0,69.0,295.0,280.0,321.0,34.0,67.0,23.0,25.0,23.0,16.0,19.0,24.0,28.0,0.34539473684210525,Prince,PrinceO3Legacy105
100.0,68.0,306.0,290.0,314.0,33.0,66.0,24.0,24.0,20.0,16.0,18.0,20.0,24.0,0.3472222222222222,Prince,PrinceTwistPowerX100
100.0,68.0,290.0,275.0,290.0,33.0,65.0,22.0,23.0,20.0,16.0,18.0,21.0,26.0,0.3472222222222222,Prince,PrinceTour100(275g)
100.0,68.0,326.0,310.0,323.0,32.0,62.0,22.0,23.0,20.0,16.0,18.0,21.0,26.0,0.3472222222222222,Prince,PrinceTour100(310g)
100.0,69.0,326.0,310.0,324.0,32.0,59.0,20.0,19.0,16.0,16.0,18.0,22.0,26.0,0.3472222222222222,Prince,PrincePhantom100P(310g)
100.0,68.0,306.0,290.0,318.0,33.0,62.0,22.0,23.0,20.0,16.0,18.0,21.0,26.0,0.3472222222222222,Prince,PrinceHydrogenNeon(290g)
100.0,68.0,281.0,265.0,311.0,34.0,62.0,27.0,25.0,22.0,16.0,19.0,21.0,26.0,0.32894736842105265,Prince,PrinceRipcord100(265g)
100.0,68.0,318.0,300.0,320.0,32.0,67.0,24.0,25.0,22.0,16.0,19.0,22.0,27.0,0.32894736842105265,Prince,PrinceBeast100LTD
120.0,69.0,275.0,260.0,330.0,36.0,69.0,27.0,29.0,27.0,16.0,19.0,24.0,28.0,0.39473684210526316,Prince,PrinceO3Legacy120
107.0,68.0,289.0,275.0,313.0,34.0,68.0,28.0,27.0,24.0,16.0,19.0,22.0,27.0,0.3519736842105263,Prince,PrinceWarrior107Pink(275g)
100.0,68.0,281.0,265.0,315.0,34.0,68.0,24.0,25.0,22.0,16.0,19.0,22.0,27.0,0.32894736842105265,Prince,PrinceBeast100Pink
107.0,68.0,289.0,275.0,313.0,34.0,68.0,28.0,27.0,24.0,16.0,19.0,22.0,27.0,0.3519736842105263,Prince,PrinceWarrior107(275g)
100.0,68.0,289.0,275.0,219.0,34.0,65.0,24.0,26.0,23.0,16.0,18.0,21.0,26.0,0.3472222222222222,Prince,PrinceHydrogenNeon(275g)
100.0,68.0,306.0,290.0,318.0,33.0,62.0,22.0,23.0,20.0,16.0,18.0,21.0,26.0,0.3472222222222222,Prince,PrinceTour100(290g)
100.0,68.0,281.0,265.0,313.0,34.0,67.0,24.0,26.0,23.0,16.0,19.0,22.0,27.0,0.32894736842105265,Prince,PrinceHydrogenSpark(265g)
100.0,68.0,318.0,300.0,323.0,32.0,69.0,24.0,26.0,23.0,16.0,19.0,22.0,27.0,0.32894736842105265,Prince,PrinceHydrogenSpark(300g)
100.0,68.0,281.0,265.0,315.0,34.0,68.0,24.0,25.0,22.0,16.0,19.0,22.0,27.0,0.32894736842105265,Prince,PrinceBeast100
107.0,68.0,323.0,305.0,320.0,32.0,62.0,21.0,20.0,17.0,16.0,19.0,20.0,24.0,0.3519736842105263,Prince,PrincePhantom107X(305g)
100.0,68.0,335.0,320.0,327.0,31.0,59.0,22.0,20.0,18.0,16.0,20.0,20.0,24.0,0.3125,Prince,PrincePhantom100X(320g)(2024)
95.0,68.0,337.0,320.0,324.0,31.0,61.0,22.0,22.0,19.0,16.0,19.0,20.0,24.0,0.3125,Prince,PrinceTour95
